Valor,m² construcción,Cuartos,Baños,Estacionamientos,Ubicación
"$7,500,000",146,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$5,285,000",180,3,5,2,"Álvaro Obregón, Ciudad de México"
"$5,200,000",98,3,2,2,"Benito Juárez, Ciudad de México"
"$5,800,000",110,2,1,1,"Cuauhtémoc, Ciudad de México"
"$2,300,000",71,2,1,1,"Venustiano Carranza, Ciudad de México"
"$2,600,000",85,2,1,1,"Azcapotzalco, Ciudad de México"
"$1,850,000",76,2,1,1,"Atizapán de Zaragoza, Ciudad de México"
"$4,850,000",90,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$2,850,000",75,2,2,1,"Tlalnepantla de Baz, Ciudad de México"
"$4,750,000",98,3,3,2,"Coyoacán, Ciudad de México"
"$6,970,000",142,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$9,200,000",174,3,2,1,"Miguel Hidalgo, Ciudad de México"
"$6,200,000",135,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$7,695,000",172,3,3,2,"Benito Juárez, Ciudad de México"
"$7,500,000",135,3,2,2,"Cuauhtémoc, Ciudad de México"
"$6,475,000",175,3,2,2,"Naucalpan de Juárez, Ciudad de México"
"$5,500,000",177,3,3,3,"Tlalpan, Ciudad de México"
"$6,800,010",110,2,2,2,"Miguel Hidalgo, Ciudad de México"
"$4,500,000",211,3,1,3,"Naucalpan de Juárez, Ciudad de México"
"$4,750,000",192,2,3,3,"Azcapotzalco, Ciudad de México"
"$4,300,000",200,3,2,2,"Álvaro Obregón, Ciudad de México"
"$4,400,000",202,4,4,3,"Gustavo A. Madero, Ciudad de México"
"$4,200,000",79,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$2,200,000",57,2,1,0,"Benito Juárez, Ciudad de México"
"$4,750,000",90,2,2,2,"Benito Juárez, Ciudad de México"
"$4,100,000",120,3,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$3,250,000",82,2,2,1,"La Magdalena Contreras, Ciudad de México"
"$3,750,000",87,2,2,2,"Benito Juárez, Ciudad de México"
"$4,590,000",97,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$4,500,000",116,3,2,1,"Benito Juárez, Ciudad de México"
"$4,490,000",118,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$3,600,000",57,1,1,1,"Cuajimalpa de Morelos, Ciudad de México"
"$3,500,000",69,2,2,2,"Benito Juárez, Ciudad de México"
"$4,200,000",118,3,2,1,"Coyoacán, Ciudad de México"
"$983,000",62,2,2,1,"Tecámac, Ciudad de México"
"$3,951,404",68,2,2,2,"Benito Juárez, Ciudad de México"
"$9,750,000",235,3,3,2,"Miguel Hidalgo, Ciudad de México"
"$5,700,000",186,3,2,2,"Huixquilucan, Ciudad de México"
"$8,250,000",117,2,2,2,"Miguel Hidalgo, Ciudad de México"
"$6,950,000",226,3,3,2,"Huixquilucan, Ciudad de México"
"$8,690,000",223,2,3,2,"Benito Juárez, Ciudad de México"
"$7,500,000",147,3,3,2,"Álvaro Obregón, Ciudad de México"
"$6,990,000",159,2,2,1,"Benito Juárez, Ciudad de México"
"$5,950,000",204,3,3,2,"Huixquilucan, Ciudad de México"
"$5,950,000",144,3,3,1,"Benito Juárez, Ciudad de México"
"$7,300,000",135,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$6,700,000",140,1,2,2,"Benito Juárez, Ciudad de México"
"$8,950,000",225,3,3,2,"Benito Juárez, Ciudad de México"
"$5,900,000",165,3,3,2,"Huixquilucan, Ciudad de México"
"$6,200,000",230,3,3,3,"Tlalpan, Ciudad de México"
"$5,400,007",188,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$5,990,000",120,2,2,2,"Benito Juárez, Ciudad de México"
"$7,000,000",100,1,1,1,"Cuauhtémoc, Ciudad de México"
"$3,900,000",135,3,2,2,"Huixquilucan, Ciudad de México"
"$4,100,000",228,3,2,1,"Naucalpan de Juárez, Ciudad de México"
"$4,250,000",160,3,2,1,"Naucalpan de Juárez, Ciudad de México"
"$5,600,000",110,2,2,2,"Álvaro Obregón, Ciudad de México"
"$4,000,000",80,1,1,1,"Cuajimalpa de Morelos, Ciudad de México"
"$4,700,000",82,3,2,2,"Benito Juárez, Ciudad de México"
"$4,750,000",90,2,2,2,"Benito Juárez, Ciudad de México"
"$3,502,000",133,2,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$4,600,000",134,3,2,2,"Naucalpan de Juárez, Ciudad de México"
"$3,500,000",60,1,1,1,"Álvaro Obregón, Ciudad de México"
"$4,750,000",90,2,2,2,"Benito Juárez, Ciudad de México"
"$2,970,000",59,2,1,1,"Álvaro Obregón, Ciudad de México"
"$4,590,000",97,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$4,750,000",130,3,2,1,"Benito Juárez, Ciudad de México"
"$4,380,000",114,3,2,1,"Benito Juárez, Ciudad de México"
"$4,790,000",131,2,2,1,"Benito Juárez, Ciudad de México"
"$5,000,000",160,3,2,6,"Iztapalapa, Ciudad de México"
"$7,200,000",208,3,3,3,"Atizapán de Zaragoza, Ciudad de México"
"$5,300,000",135,3,2,0,"Álvaro Obregón, Ciudad de México"
"$3,900,000",84,3,2,2,"Álvaro Obregón, Ciudad de México"
"$5,350,000",110,1,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$5,000,000",105,2,2,1,"Benito Juárez, Ciudad de México"
"$2,730,000",62,2,2,1,"Benito Juárez, Ciudad de México"
"$3,650,000",75,2,2,2,"Miguel Hidalgo, Ciudad de México"
"$2,990,000",123,3,2,2,"Tlalpan, Ciudad de México"
"$4,690,000",101,2,1,1,"Miguel Hidalgo, Ciudad de México"
"$3,852,800",133,2,2,1,"Álvaro Obregón, Ciudad de México"
"$4,900,000",98,1,1,2,"Cuajimalpa de Morelos, Ciudad de México"
"$3,200,000",55,1,1,1,"Cuajimalpa de Morelos, Ciudad de México"
"$8,800,000",238,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$6,685,000",147,2,2,1,"Cuauhtémoc, Ciudad de México"
"$5,350,000",150,6,4,3,"Azcapotzalco, Ciudad de México"
"$6,500,000",230,3,3,2,"Huixquilucan, Ciudad de México"
"$7,000,000",226,3,3,2,"Huixquilucan, Ciudad de México"
"$5,950,000",204,3,3,2,"Huixquilucan, Ciudad de México"
"$12,150,000",191,2,2,2,"Cuauhtémoc, Ciudad de México"
"$5,800,000",167,3,2,1,"Benito Juárez, Ciudad de México"
"$9,200,000",175,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$10,500,000",225,3,4,3,"Cuajimalpa de Morelos, Ciudad de México"
"$6,100,000",145,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$12,089,000",223,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$8,928,000",230,3,3,0,"Naucalpan de Juárez, Ciudad de México"
"$6,930,000",232,3,3,3,"Huixquilucan, Ciudad de México"
"$6,278,000",159,3,2,2,"Benito Juárez, Ciudad de México"
"$6,000,007",214,3,3,2,"Huixquilucan, Ciudad de México"
"$5,976,200",150,2,2,1,"Benito Juárez, Ciudad de México"
"$9,980,000",220,3,2,2,"Cuauhtémoc, Ciudad de México"
"$7,900,000",138,2,2,2,"Miguel Hidalgo, Ciudad de México"
"$5,900,000",162,3,3,1,"Benito Juárez, Ciudad de México"
"$6,831,875",179,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$5,950,000",160,2,2,2,"Coyoacán, Ciudad de México"
"$7,900,000",188,2,3,2,"Benito Juárez, Ciudad de México"
"$9,200,000",213,3,3,2,"Miguel Hidalgo, Ciudad de México"
"$5,595,000",170,3,2,2,"Huixquilucan, Ciudad de México"
"$5,000,000",178,3,2,2,"Huixquilucan, Ciudad de México"
"$5,000,000",94,2,2,0,"Cuauhtémoc, Ciudad de México"
"$3,350,000",71,2,2,3,"Benito Juárez, Ciudad de México"
"$2,500,000",105,3,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$2,100,000",56,2,1,1,"Miguel Hidalgo, Ciudad de México"
"$6,800,000",105,2,2,2,"Miguel Hidalgo, Ciudad de México"
"$5,771,514",111,2,2,2,"Benito Juárez, Ciudad de México"
"$6,100,000",104,2,2,2,"Cuauhtémoc, Ciudad de México"
"$4,429,000",165,3,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$1,349,000",136,3,3,1,"Tizayuca, Ciudad de México"
"$5,230,000",106,3,2,2,"Benito Juárez, Ciudad de México"
"$5,000,000",121,2,2,2,"Benito Juárez, Ciudad de México"
"$5,500,000",117,3,2,2,"Benito Juárez, Ciudad de México"
"$2,550,000",89,3,2,2,"Xochimilco, Ciudad de México"
"$4,700,000",94,2,1,0,"Cuauhtémoc, Ciudad de México"
"$4,300,000",83,2,1,0,"Cuauhtémoc, Ciudad de México"
"$4,750,000",90,2,2,0,"Benito Juárez, Ciudad de México"
"$1,379,826",34,1,1,0,"Miguel Hidalgo, Ciudad de México"
"$1,379,826",34,1,1,0,"Miguel Hidalgo, Ciudad de México"
"$4,750,000",90,2,2,2,"Álvaro Obregón, Ciudad de México"
"$3,347,500",118,2,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$4,500,000",130,3,2,1,"Benito Juárez, Ciudad de México"
"$3,090,001",59,1,1,1,"Cuajimalpa de Morelos, Ciudad de México"
"$2,190,000",74,2,1,0,"Álvaro Obregón, Ciudad de México"
"$3,490,000",82,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$2,800,000",65,2,2,1,"Álvaro Obregón, Ciudad de México"
"$2,833,850",102,3,2,1,"Tlalnepantla de Baz, Ciudad de México"
"$4,200,000",89,2,1,0,"Cuauhtémoc, Ciudad de México"
"$3,650,000",84,2,1,1,"Cuauhtémoc, Ciudad de México"
"$4,249,000",127,3,2,2,"Coyoacán, Ciudad de México"
"$2,800,000",64,2,2,1,"Álvaro Obregón, Ciudad de México"
"$3,900,000",110,3,2,1,"Benito Juárez, Ciudad de México"
"$3,850,000",88,2,2,1,"Benito Juárez, Ciudad de México"
"$3,900,000",112,2,2,1,"La Magdalena Contreras, Ciudad de México"
"$4,300,000",90,2,2,1,"Cuauhtémoc, Ciudad de México"
"$2,272,500",65,1,1,1,"Iztacalco, Ciudad de México"
"$10,016,000",226,3,3,2,"Huixquilucan, Ciudad de México"
"$9,260,000",253,3,2,2,"Coyoacán, Ciudad de México"
"$7,249,000",294,3,3,2,"Coyoacán, Ciudad de México"
"$6,990,000",250,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$9,680,000",279,3,2,2,"Gustavo A. Madero, Ciudad de México"
"$7,895,000",240,4,3,2,"Coyoacán, Ciudad de México"
"$6,900,000",244,4,3,2,"Coyoacán, Ciudad de México"
"$11,450,000",287,3,2,2,"Coyoacán, Ciudad de México"
"$8,500,000",274,4,3,2,"Álvaro Obregón, Ciudad de México"
"$7,995,000",256,3,4,3,"Atizapán de Zaragoza, Ciudad de México"
"$5,500,000",250,3,2,3,"Xochimilco, Ciudad de México"
"$7,500,000",250,3,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$7,980,000",250,3,6,3,"Coyoacán, Ciudad de México"
"$7,200,000",280,4,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$10,700,000",280,4,4,2,"Naucalpan de Juárez, Ciudad de México"
"$8,400,000",274,3,4,2,"Atizapán de Zaragoza, Ciudad de México"
"$6,150,000",268,4,2,2,"Naucalpan de Juárez, Ciudad de México"
"$7,420,000",245,3,2,2,"Naucalpan de Juárez, Ciudad de México"
"$10,500,000",258,3,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$6,500,000",270,4,5,2,"Atizapán de Zaragoza, Ciudad de México"
"$9,900,000",250,3,4,3,"Atizapán de Zaragoza, Ciudad de México"
"$6,900,000",265,4,2,4,"Naucalpan de Juárez, Ciudad de México"
"$5,400,000",272,3,2,2,"Cuautitlán Izcalli, Ciudad de México"
"$8,500,000",255,3,2,2,"Huixquilucan, Ciudad de México"
"$8,950,000",265,4,2,4,"Huixquilucan, Ciudad de México"
"$13,600,000",250,3,4,4,"Benito Juárez, Ciudad de México"
"$6,750,000",267,3,2,2,"Naucalpan de Juárez, Ciudad de México"
"$8,450,000",280,3,4,4,"La Magdalena Contreras, Ciudad de México"
"$16,500,000",286,3,3,2,"Tlalpan, Ciudad de México"
"$7,798,000",265,3,3,2,"La Magdalena Contreras, Ciudad de México"
"$6,500,000",270,4,2,2,"Naucalpan de Juárez, Ciudad de México"
"$7,950,000",280,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$10,700,000",250,4,2,2,"Huixquilucan, Ciudad de México"
"$8,400,000",275,3,4,2,"Atizapán de Zaragoza, Ciudad de México"
"$10,000,000",295,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$7,500,000",243,3,2,4,"La Magdalena Contreras, Ciudad de México"
"$8,400,000",274,3,4,2,"Atizapán de Zaragoza, Ciudad de México"
"$8,900,000",284,3,4,2,"Coyoacán, Ciudad de México"
"$8,800,000",269,3,3,2,"Álvaro Obregón, Ciudad de México"
"$13,990,000",240,4,3,2,"Benito Juárez, Ciudad de México"
"$8,300,000",279,3,2,2,"Álvaro Obregón, Ciudad de México"
"$7,500,000",247,3,2,4,"Tlalpan, Ciudad de México"
"$8,190,000",247,3,3,2,"La Magdalena Contreras, Ciudad de México"
"$7,500,000",297,3,3,2,"La Magdalena Contreras, Ciudad de México"
"$15,500,000",292,3,2,3,"Coyoacán, Ciudad de México"
"$12,000,000",250,3,3,1,"Cuauhtémoc, Ciudad de México"
"$13,200,000",287,3,3,2,"Álvaro Obregón, Ciudad de México"
"$16,500,000",268,4,2,2,"Cuauhtémoc, Ciudad de México"
"$8,500,000",240,3,3,2,"Coyoacán, Ciudad de México"
"$12,500,000",288,6,4,4,"Álvaro Obregón, Ciudad de México"
"$6,900,000",260,3,3,2,"La Magdalena Contreras, Ciudad de México"
"$14,500,000",281,3,3,3,"Benito Juárez, Ciudad de México"
"$5,750,000",260,3,2,3,"Xochimilco, Ciudad de México"
"$10,250,000",243,3,2,3,"Coyoacán, Ciudad de México"
"$14,500,000",280,3,3,2,"Miguel Hidalgo, Ciudad de México"
"$6,495,000",251,3,2,1,"Coyoacán, Ciudad de México"
"$8,295,000",288,4,2,3,"Coyoacán, Ciudad de México"
"$10,900,000",240,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$7,995,000",265,3,4,3,"Atizapán de Zaragoza, Ciudad de México"
"$10,000,000",277,4,3,2,"Benito Juárez, Ciudad de México"
"$10,000,000",287,4,2,1,"Benito Juárez, Ciudad de México"
"$9,000,000",250,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$8,150,000",266,3,3,3,"Atizapán de Zaragoza, Ciudad de México"
"$7,300,000",241,3,3,4,"Álvaro Obregón, Ciudad de México"
"$10,300,000",270,4,2,4,"Benito Juárez, Ciudad de México"
"$8,800,000",268,3,3,2,"Huixquilucan, Ciudad de México"
"$9,700,000",280,3,2,3,"Álvaro Obregón, Ciudad de México"
"$6,500,000",264,3,2,2,"Tlalpan, Ciudad de México"
"$10,000,000",240,3,2,3,"Álvaro Obregón, Ciudad de México"
"$6,650,000",240,3,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$5,499,000",250,4,3,3,"Tlalpan, Ciudad de México"
"$7,000,000",292,4,4,2,"Naucalpan de Juárez, Ciudad de México"
"$6,450,000",296,3,2,3,"Naucalpan de Juárez, Ciudad de México"
"$6,490,000",265,3,3,4,"Naucalpan de Juárez, Ciudad de México"
"$6,600,000",240,3,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$7,800,000",275,5,4,4,"Huixquilucan, Ciudad de México"
"$6,800,000",270,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$6,000,000",250,3,2,4,"Atizapán de Zaragoza, Ciudad de México"
"$9,200,000",290,4,2,1,"Álvaro Obregón, Ciudad de México"
"$5,470,000",289,3,3,3,"Xochimilco, Ciudad de México"
"$6,800,000",270,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$8,000,000",280,3,4,6,"Atizapán de Zaragoza, Ciudad de México"
"$6,500,000",290,4,4,3,"Naucalpan de Juárez, Ciudad de México"
"$8,500,000",280,3,3,5,"La Magdalena Contreras, Ciudad de México"
"$9,500,000",271,3,3,3,"La Magdalena Contreras, Ciudad de México"
"$6,000,000",243,3,3,3,"Tlalpan, Ciudad de México"
"$7,500,000",240,3,3,2,"La Magdalena Contreras, Ciudad de México"
"$5,490,000",250,3,2,2,"Iztapalapa, Ciudad de México"
"$7,300,000",265,3,3,3,"Huixquilucan, Ciudad de México"
"$25,500,000",400,4,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$19,790,000",1150,5,4,8,"Atizapán de Zaragoza, Ciudad de México"
"$30,000,000",980,4,4,7,"Atizapán de Zaragoza, Ciudad de México"
"$24,000,000",676,3,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$12,500,000",285,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$28,700,000",423,3,3,4,"Álvaro Obregón, Ciudad de México"
"$22,900,000",400,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$28,700,000",423,3,3,4,"Álvaro Obregón, Ciudad de México"
"$12,900,000",268,4,2,3,"Benito Juárez, Ciudad de México"
"$8,700,000",250,3,2,3,"Huixquilucan, Ciudad de México"
"$18,000,000",266,3,2,3,"Miguel Hidalgo, Ciudad de México"
"$16,900,000",353,3,3,2,"Miguel Hidalgo, Ciudad de México"
"$9,000,000",246,3,3,3,"Huixquilucan, Ciudad de México"
"$13,000,000",240,3,3,4,"Tlalpan, Ciudad de México"
"$7,900,000",242,2,4,2,"Naucalpan de Juárez, Ciudad de México"
"$11,500,000",321,3,3,3,"Huixquilucan, Ciudad de México"
"$15,400,000",311,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$11,900,000",290,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$9,300,000",245,3,3,2,"Huixquilucan, Ciudad de México"
"$12,500,000",285,3,3,2,"Huixquilucan, Ciudad de México"
"$23,900,000",615,3,3,3,"Huixquilucan, Ciudad de México"
"$17,325,000",302,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$30,000,000",360,3,3,6,"Álvaro Obregón, Ciudad de México"
"$9,900,000",328,3,4,2,"Huixquilucan, Ciudad de México"
"$13,000,000",316,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$13,990,000",598,3,4,6,"Atizapán de Zaragoza, Ciudad de México"
"$13,500,000",470,3,3,4,"Huixquilucan, Ciudad de México"
"$13,250,000",296,3,3,3,"Álvaro Obregón, Ciudad de México"
"$13,900,000",452,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$11,500,000",321,3,3,3,"Huixquilucan, Ciudad de México"
"$8,300,000",248,3,3,3,"Huixquilucan, Ciudad de México"
"$15,900,000",465,3,3,3,"Huixquilucan, Ciudad de México"
"$10,400,000",320,3,3,3,"Huixquilucan, Ciudad de México"
"$14,700,000",490,4,4,4,"Huixquilucan, Ciudad de México"
"$8,900,000",328,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$8,200,000",290,3,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$12,200,000",285,1,1,0,"Álvaro Obregón, Ciudad de México"
"$15,000,000",376,4,4,4,"Xochimilco, Ciudad de México"
"$8,000,000",548,8,9,2,"La Magdalena Contreras, Ciudad de México"
"$15,983,162",335,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$10,000,000",383,4,4,3,"Tlalpan, Ciudad de México"
"$11,500,000",367,3,3,2,"Huixquilucan, Ciudad de México"
"$11,500,000",253,3,3,2,"Cuajimalpa de Morelos, Ciudad de México"
"$16,800,000",479,3,3,6,"Atizapán de Zaragoza, Ciudad de México"
"$13,000,000",312,3,4,2,"Naucalpan de Juárez, Ciudad de México"
"$18,000,000",425,3,3,4,"Naucalpan de Juárez, Ciudad de México"
"$13,900,000",500,3,3,10,"Cuajimalpa de Morelos, Ciudad de México"
"$17,000,000",595,5,3,4,"Gustavo A. Madero, Ciudad de México"
"$15,900,000",465,3,3,3,"Huixquilucan, Ciudad de México"
"$17,000,000",488,3,2,5,"Coyoacán, Ciudad de México"
"$9,500,000",435,3,2,7,"Tlalpan, Ciudad de México"
"$18,000,000",502,2,6,4,"Cuajimalpa de Morelos, Ciudad de México"
"$6,438,000",285,3,3,6,"Villa del Carbón, Ciudad de México"
"$12,400,000",264,3,3,4,"Álvaro Obregón, Ciudad de México"
"$8,900,000",242,3,3,2,"Coyoacán, Ciudad de México"
"$12,500,000",400,3,4,2,"Atizapán de Zaragoza, Ciudad de México"
"$9,000,000",243,3,2,2,"Álvaro Obregón, Ciudad de México"
"$13,500,000",315,6,4,2,"Miguel Hidalgo, Ciudad de México"
"$9,600,000",286,3,3,3,"Huixquilucan, Ciudad de México"
"$17,500,000",370,3,3,6,"Álvaro Obregón, Ciudad de México"
"$6,700,000",410,11,8,2,"Cuauhtémoc, Ciudad de México"
"$15,500,000",360,3,4,3,"Cuajimalpa de Morelos, Ciudad de México"
"$15,000,000",450,4,4,9,"Huixquilucan, Ciudad de México"
"$14,000,000",315,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$10,990,000",314,3,3,3,"Atizapán de Zaragoza, Ciudad de México"
"$19,980,000",308,3,3,0,"Tlalpan, Ciudad de México"
"$18,450,000",495,3,3,6,"Atizapán de Zaragoza, Ciudad de México"
"$18,200,000",417,3,3,2,"Cuajimalpa de Morelos, Ciudad de México"
"$9,900,000",339,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$12,000,000",300,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$16,500,000",450,3,4,4,"Coyoacán, Ciudad de México"
"$15,900,000",346,3,3,1,"Cuauhtémoc, Ciudad de México"
"$14,500,000",500,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$16,000,000",310,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$9,700,000",246,3,3,2,"Huixquilucan, Ciudad de México"
"$18,000,000",550,3,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$15,650,000",550,3,5,5,"Atizapán de Zaragoza, Ciudad de México"
"$13,500,000",300,3,3,0,"Miguel Hidalgo, Ciudad de México"
"$7,900,000",273,5,2,3,"Coyoacán, Ciudad de México"
"$11,500,000",352,3,4,4,"Coyoacán, Ciudad de México"
"$14,000,000",550,17,6,0,"Benito Juárez, Ciudad de México"
"$10,999,000",285,3,3,3,"Huixquilucan, Ciudad de México"
"$12,500,000",400,13,11,5,"Naucalpan de Juárez, Ciudad de México"
"$10,900,000",500,4,4,2,"Atizapán de Zaragoza, Ciudad de México"
"$12,800,000",300,3,3,2,"Benito Juárez, Ciudad de México"
"$9,950,000",260,3,2,3,"Huixquilucan, Ciudad de México"
"$18,200,000",498,4,4,10,"Atizapán de Zaragoza, Ciudad de México"
"$11,000,000",270,3,2,6,"Atizapán de Zaragoza, Ciudad de México"
"$10,200,000",333,4,3,6,"Naucalpan de Juárez, Ciudad de México"
"$13,480,000",398,3,3,3,"Atizapán de Zaragoza, Ciudad de México"
"$12,600,000",437,3,3,3,"Atizapán de Zaragoza, Ciudad de México"
"$13,000,000",450,4,4,8,"Naucalpan de Juárez, Ciudad de México"
"$13,680,000",345,4,5,4,"Álvaro Obregón, Ciudad de México"
"$10,800,000",282,4,3,2,"Coyoacán, Ciudad de México"
"$15,400,000",583,4,4,3,"Atizapán de Zaragoza, Ciudad de México"
"$9,600,000",360,4,4,10,"Atizapán de Zaragoza, Ciudad de México"
"$17,000,000",367,3,4,4,"Cuajimalpa de Morelos, Ciudad de México"
"$5,999,000",312,3,3,3,"Tlalpan, Ciudad de México"
"$11,990,000",490,4,3,6,"Cuautitlán Izcalli, Ciudad de México"
"$14,000,000",455,3,2,5,"Naucalpan de Juárez, Ciudad de México"
"$18,100,000",571,4,4,1,"Atizapán de Zaragoza, Ciudad de México"
"$14,000,000",450,3,3,6,"Atizapán de Zaragoza, Ciudad de México"
"$17,000,000",300,4,2,2,"Cuauhtémoc, Ciudad de México"
"$10,000,000",350,3,2,2,"Huixquilucan, Ciudad de México"
"$13,800,000",522,3,4,6,"Atizapán de Zaragoza, Ciudad de México"
"$14,000,000",286,3,3,3,"Álvaro Obregón, Ciudad de México"
"$17,900,000",580,3,2,20,"Tlalpan, Ciudad de México"
"$10,490,000",420,3,3,11,"Atizapán de Zaragoza, Ciudad de México"
"$13,900,000",500,5,6,8,"Tlalpan, Ciudad de México"
"$11,300,000",341,3,3,2,"Huixquilucan, Ciudad de México"
"$14,500,000",403,3,35,3,"Cuajimalpa de Morelos, Ciudad de México"
"$16,995,000",274,4,2,10,"Coyoacán, Ciudad de México"
"$9,000,000",440,4,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$12,999,999",311,5,4,3,"Álvaro Obregón, Ciudad de México"
"$10,500,000",259,4,3,1,"Benito Juárez, Ciudad de México"
"$16,794,000",598,3,4,3,"Huixquilucan, Ciudad de México"
"$10,700,000",350,3,3,4,"Tlalpan, Ciudad de México"
"$8,900,000",436,4,3,4,"Tlalnepantla de Baz, Ciudad de México"
"$18,443,545",458,5,5,2,"Álvaro Obregón, Ciudad de México"
"$9,000,000",310,3,3,3,"Atizapán de Zaragoza, Ciudad de México"
"$9,200,000",320,3,3,3,"Atizapán de Zaragoza, Ciudad de México"
"$13,950,000",324,3,3,4,"Tlalpan, Ciudad de México"
"$18,500,000",544,4,3,10,"Tlalpan, Ciudad de México"
"$17,950,000",500,4,4,4,"Atizapán de Zaragoza, Ciudad de México"
"$16,000,000",533,4,4,2,"Álvaro Obregón, Ciudad de México"
"$11,000,000",434,10,9,5,"Venustiano Carranza, Ciudad de México"
"$7,850,000",260,4,4,3,"Atizapán de Zaragoza, Ciudad de México"
"$10,500,000",266,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$16,450,000",395,3,2,5,"Atizapán de Zaragoza, Ciudad de México"
"$13,500,000",380,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$12,299,000",544,4,7,6,"Atizapán de Zaragoza, Ciudad de México"
"$9,000,000",450,3,4,5,"Atizapán de Zaragoza, Ciudad de México"
"$6,950,000",300,3,2,2,"Naucalpan de Juárez, Ciudad de México"
"$12,900,000",351,5,41,2,"Álvaro Obregón, Ciudad de México"
"$11,700,000",450,4,4,6,"Naucalpan de Juárez, Ciudad de México"
"$11,700,000",355,4,3,5,"Álvaro Obregón, Ciudad de México"
"$9,200,000",242,3,2,2,"Benito Juárez, Ciudad de México"
"$9,500,000",282,3,3,3,"Huixquilucan, Ciudad de México"
"$18,000,000",490,4,5,4,"Cuajimalpa de Morelos, Ciudad de México"
"$15,000,000",262,4,2,0,"Cuauhtémoc, Ciudad de México"
"$14,100,000",250,3,3,2,"Miguel Hidalgo, Ciudad de México"
"$14,500,000",334,3,5,5,"La Magdalena Contreras, Ciudad de México"
"$10,170,000",449,3,3,6,"Xochimilco, Ciudad de México"
"$9,000,000",250,3,35,4,"Álvaro Obregón, Ciudad de México"
"$12,900,000",297,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$9,500,000",240,3,4,2,"Álvaro Obregón, Ciudad de México"
"$9,450,000",336,4,4,3,"Álvaro Obregón, Ciudad de México"
"$6,217,500",245,4,2,2,"Coyoacán, Ciudad de México"
"$15,980,000",16575,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$12,950,000",265,3,4,2,"Miguel Hidalgo, Ciudad de México"
"$10,000,000",280,3,2,10,"Naucalpan de Juárez, Ciudad de México"
"$13,000,000",272,4,4,0,"Cuajimalpa de Morelos, Ciudad de México"
